JuncType	Event_ID	Event_Group	chr	strand	GeneID	geneSymbol	Gene_Event_ID	Gene_Event_Type	DSE_Category	Control_vs_shRING1A.B	Control_vs_shRYBP	shRYBP_vs_shRING1A.B
JCEC	Event_4639	Skipped Exon	chr11	+	ENSG00000166402	TUB	2	Skipped Exon_2	Common to shRING1A.B and shRYBP	-0.201	-0.221	
JCEC	Event_4976	Skipped Exon	chr15	+	ENSG00000166411	IDH3A	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.166		
JC	Event_3488	Skipped Exon	chr11	-	ENSG00000166435	XRRA1	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.36		
JCEC	Event_3488	Skipped Exon	chr11	-	ENSG00000166435	XRRA1	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.36		
JC	Event_109	Alternative 5' Splice Site	chr11	-	ENSG00000166436	TRIM66	1	Alternative 5' Splice Site_1			-0.397	0.52
JCEC	Event_109	Alternative 5' Splice Site	chr11	-	ENSG00000166436	TRIM66	1	Alternative 5' Splice Site_1			-0.397	0.52
JC	Event_86	Alternative 5' Splice Site	chr7	-	ENSG00000166448	TMEM130	1	Alternative 5' Splice Site_1	Unique to shRYBP vs Control		-0.168	
JCEC	Event_86	Alternative 5' Splice Site	chr7	-	ENSG00000166448	TMEM130	1	Alternative 5' Splice Site_1	Unique to shRYBP vs Control		-0.168	
JC	Event_2059	Skipped Exon	chr16	-	ENSG00000166455	C16orf46	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	-0.269	-0.372	
JCEC	Event_4643	Skipped Exon	chr16	-	ENSG00000166455	C16orf46	2	Skipped Exon_2	Common to shRING1A.B and shRYBP	-0.184	-0.281	
JCEC	Event_1673	Retained Intron	chr11	-	ENSG00000166471	TMEM41B	1	Retained Intron_1	Same Direction	0.137		0.135
JC	Event_3915	Skipped Exon	chr16	-	ENSG00000166473	PKD1L2	1	Skipped Exon_1				-0.185
JCEC	Event_3915	Skipped Exon	chr16	-	ENSG00000166473	PKD1L2	1	Skipped Exon_1				-0.185
JC	Event_3355	Skipped Exon	chr17	+	ENSG00000166484	MAPK7	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.121		
JCEC	Event_3355	Skipped Exon	chr17	+	ENSG00000166484	MAPK7	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.121		
JC	Event_2099	Skipped Exon	chr18	-	ENSG00000166510	CCDC68	1	Skipped Exon_1	Unique to shRYBP vs Control		0.269	
JCEC	Event_2099	Skipped Exon	chr18	-	ENSG00000166510	CCDC68	1	Skipped Exon_1	Unique to shRYBP vs Control		0.269	
JC	Event_2193	Skipped Exon	chr7	-	ENSG00000166526	ZNF3	1	Skipped Exon_1			0.108	-0.141
JC	Event_3257	Skipped Exon	chr7	-	ENSG00000166526	ZNF3	2	Skipped Exon_2	Unique to shRING1A.B vs Control	-0.202		
JC	Event_3258	Skipped Exon	chr7	-	ENSG00000166526	ZNF3	3	Skipped Exon_3	Unique to shRING1A.B vs Control	-0.176		
JC	Event_4101	Skipped Exon	chr7	-	ENSG00000166526	ZNF3	4	Skipped Exon_4				-0.11
JCEC	Event_3257	Skipped Exon	chr7	-	ENSG00000166526	ZNF3	2	Skipped Exon_2	Unique to shRING1A.B vs Control	-0.202		
JCEC	Event_3258	Skipped Exon	chr7	-	ENSG00000166526	ZNF3	3	Skipped Exon_3	Unique to shRING1A.B vs Control	-0.176		
JCEC	Event_4101	Skipped Exon	chr7	-	ENSG00000166526	ZNF3	4	Skipped Exon_4				-0.11
JCEC	Event_4682	Skipped Exon	chr7	-	ENSG00000166526	ZNF3	5	Skipped Exon_5			0.119	-0.154
JC	Event_345	Alternative 5' Splice Site	chr20	-	ENSG00000166619	BLCAP	1	Alternative 5' Splice Site_1				-0.299
JCEC	Event_345	Alternative 5' Splice Site	chr20	-	ENSG00000166619	BLCAP	1	Alternative 5' Splice Site_1				-0.299
JC	Event_3037	Skipped Exon	chr16	-	ENSG00000166747	AP1G1	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.218		
JCEC	Event_3037	Skipped Exon	chr16	-	ENSG00000166747	AP1G1	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.218		
JC	Event_1306	Retained Intron	chr15	-	ENSG00000166762	CATSPER2	1	Retained Intron_1	Common to shRING1A.B and shRYBP	0.822	0.638	
JCEC	Event_1580	Retained Intron	chr15	-	ENSG00000166762	CATSPER2	2	Retained Intron_2	Common to shRING1A.B and shRYBP	0.818	0.666	
JC	Event_247	Alternative 5' Splice Site	chr11	+	ENSG00000166801	FAM111A	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control	-0.358		
JCEC	Event_461	Alternative 5' Splice Site	chr11	+	ENSG00000166801	FAM111A	2	Alternative 5' Splice Site_2	Unique to shRING1A.B vs Control	-0.425		
JC	Event_510	Alternative 3' Splice Site	chr18	+	ENSG00000166845	C18orf54	1	Alternative 3' Splice Site_1	Common to shRING1A.B and shRYBP	0.585	0.633	
JC	Event_695	Alternative 3' Splice Site	chr18	+	ENSG00000166845	C18orf54	2	Alternative 3' Splice Site_2				0.166
JCEC	Event_695	Alternative 3' Splice Site	chr18	+	ENSG00000166845	C18orf54	2	Alternative 3' Splice Site_2				0.166
JCEC	Event_752	Alternative 3' Splice Site	chr18	+	ENSG00000166845	C18orf54	3	Alternative 3' Splice Site_3	Unique to shRYBP vs Control		0.498	
JC	Event_3995	Skipped Exon	chr12	-	ENSG00000166888	STAT6	1	Skipped Exon_1				-0.111
JCEC	Event_3995	Skipped Exon	chr12	-	ENSG00000166888	STAT6	1	Skipped Exon_1				-0.111
JC	Event_2503	Skipped Exon	chr22	-	ENSG00000166897	ELFN2	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.12	
JCEC	Event_4780	Skipped Exon	chr22	-	ENSG00000166897	ELFN2	2	Skipped Exon_2	Unique to shRYBP vs Control		-0.119	
JC	Event_3734	Skipped Exon	chr11	+	ENSG00000166900	STX3	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.117		
JCEC	Event_3734	Skipped Exon	chr11	+	ENSG00000166900	STX3	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.117		
JC	Event_3168	Skipped Exon	chr20	+	ENSG00000166913	YWHAB	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.12		
JCEC	Event_3168	Skipped Exon	chr20	+	ENSG00000166913	YWHAB	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.12		
JC	Event_74	Alternative 5' Splice Site	chr15	+	ENSG00000166938	DIS3L	1	Alternative 5' Splice Site_1	Unique to shRYBP vs Control		0.204	
JCEC	Event_74	Alternative 5' Splice Site	chr15	+	ENSG00000166938	DIS3L	1	Alternative 5' Splice Site_1	Unique to shRYBP vs Control		0.204	
JC	Event_1934	Skipped Exon	chr15	+	ENSG00000166965	RCCD1	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.472	
JC	Event_3068	Skipped Exon	chr15	+	ENSG00000166965	RCCD1	2	Skipped Exon_2	Same Direction	0.318		0.534
JCEC	Event_1934	Skipped Exon	chr15	+	ENSG00000166965	RCCD1	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.472	
JCEC	Event_3068	Skipped Exon	chr15	+	ENSG00000166965	RCCD1	2	Skipped Exon_2	Same Direction	0.318		0.534
JC	Event_713	Alternative 3' Splice Site	chr16	-	ENSG00000166971	AKTIP	1	Alternative 3' Splice Site_1				0.132
JCEC	Event_5032	Skipped Exon	chr16	-	ENSG00000166971	AKTIP	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.132		
JCEC	Event_808	Alternative 3' Splice Site	chr16	-	ENSG00000166971	AKTIP	2	Alternative 3' Splice Site_2	Same Direction	0.128		0.101
JC	Event_3221	Skipped Exon	chr22	-	ENSG00000167065	DUSP18	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.194		
JCEC	Event_5006	Skipped Exon	chr22	-	ENSG00000167065	DUSP18	2	Skipped Exon_2	Unique to shRING1A.B vs Control	0.186		
JC	Event_4167	Skipped Exon	chr9	-	ENSG00000167110	GOLGA2	1	Skipped Exon_1				0.122
JCEC	Event_4167	Skipped Exon	chr9	-	ENSG00000167110	GOLGA2	1	Skipped Exon_1				0.122
JC	Event_1098	Mutually Exclusive Exon	chr9	+	ENSG00000167130	DOLPP1	1	Mutually Exclusive Exon_1				0.292
JCEC	Event_1098	Mutually Exclusive Exon	chr9	+	ENSG00000167130	DOLPP1	1	Mutually Exclusive Exon_1				0.292
JCEC	Event_446	Alternative 5' Splice Site	chr18	-	ENSG00000167220	HDHD2	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control	-0.144		
JC	Event_3657	Skipped Exon	chr17	-	ENSG00000167302	TEPSIN	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.117		
JCEC	Event_5142	Skipped Exon	chr17	-	ENSG00000167302	TEPSIN	2	Skipped Exon_2	Unique to shRING1A.B vs Control	-0.197		
JC	Event_4455	Skipped Exon	chr11	+	ENSG00000167323	STIM1	1	Skipped Exon_1				-0.115
JCEC	Event_4455	Skipped Exon	chr11	+	ENSG00000167323	STIM1	1	Skipped Exon_1				-0.115
JC	Event_3924	Skipped Exon	chr16	-	ENSG00000167394	ZNF668	1	Skipped Exon_1				0.48
JCEC	Event_3924	Skipped Exon	chr16	-	ENSG00000167394	ZNF668	1	Skipped Exon_1				0.48
JC	Event_10	Alternative 5' Splice Site	chr19	+	ENSG00000167460	TPM4	1	Alternative 5' Splice Site_1			-0.169	0.284
JCEC	Event_10	Alternative 5' Splice Site	chr19	+	ENSG00000167460	TPM4	1	Alternative 5' Splice Site_1			-0.169	0.284
JCEC	Event_4560	Skipped Exon	chr19	+	ENSG00000167460	TPM4	1	Skipped Exon_1			-0.41	0.442
JC	Event_3944	Skipped Exon	chr19	+	ENSG00000167491	GATAD2A	1	Skipped Exon_1				0.228
JCEC	Event_5238	Skipped Exon	chr19	+	ENSG00000167491	GATAD2A	2	Skipped Exon_2				0.164
JC	Event_1452	Retained Intron	chr16	-	ENSG00000167508	MVD	1	Retained Intron_1				-0.203
JCEC	Event_1692	Retained Intron	chr16	-	ENSG00000167508	MVD	2	Retained Intron_2				-0.205
JC	Event_20	Alternative 5' Splice Site	chr16	-	ENSG00000167522	ANKRD11	1	Alternative 5' Splice Site_1			0.234	-0.209
JCEC	Event_20	Alternative 5' Splice Site	chr16	-	ENSG00000167522	ANKRD11	1	Alternative 5' Splice Site_1			0.234	-0.209
JC	Event_4137	Skipped Exon	chr12	-	ENSG00000167528	ZNF641	1	Skipped Exon_1				-0.111
JCEC	Event_4137	Skipped Exon	chr12	-	ENSG00000167528	ZNF641	1	Skipped Exon_1				-0.111
JC	Event_150	Alternative 5' Splice Site	chr12	+	ENSG00000167535	CACNB3	1	Alternative 5' Splice Site_1	Common to shRING1A.B and shRYBP	-0.237	-0.254	
JC	Event_4467	Skipped Exon	chr12	+	ENSG00000167535	CACNB3	1	Skipped Exon_1				-0.19
JCEC	Event_438	Alternative 5' Splice Site	chr12	+	ENSG00000167535	CACNB3	2	Alternative 5' Splice Site_2	Common to shRING1A.B and shRYBP	-0.248	-0.267	
JCEC	Event_4467	Skipped Exon	chr12	+	ENSG00000167535	CACNB3	1	Skipped Exon_1				-0.19
JC	Event_3436	Skipped Exon	chr19	+	ENSG00000167595	PROSER3	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.131		
JCEC	Event_5074	Skipped Exon	chr19	+	ENSG00000167595	PROSER3	2	Skipped Exon_2	Unique to shRING1A.B vs Control	0.116		
JC	Event_1790	Skipped Exon	chr19	+	ENSG00000167670	CHAF1A	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.116	
JCEC	Event_1790	Skipped Exon	chr19	+	ENSG00000167670	CHAF1A	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.116	
JC	Event_2205	Skipped Exon	chr8	+	ENSG00000167700	MFSD3	1	Skipped Exon_1	Unique to shRYBP vs Control		0.149	
JCEC	Event_2205	Skipped Exon	chr8	+	ENSG00000167700	MFSD3	1	Skipped Exon_1	Unique to shRYBP vs Control		0.149	
JC	Event_1495	Retained Intron	chr17	+	ENSG00000167716	WDR81	1	Retained Intron_1				0.123
JC	Event_1786	Skipped Exon	chr19	+	ENSG00000167733	HSD11B1L	1	Skipped Exon_1	Unique to shRYBP vs Control		0.173	
JC	Event_1787	Skipped Exon	chr19	+	ENSG00000167733	HSD11B1L	2	Skipped Exon_2			0.122	-0.122
JC	Event_1788	Skipped Exon	chr19	+	ENSG00000167733	HSD11B1L	3	Skipped Exon_3	Unique to shRYBP vs Control		0.179	
JC	Event_1789	Skipped Exon	chr19	+	ENSG00000167733	HSD11B1L	4	Skipped Exon_4	Unique to shRYBP vs Control		0.248	
JC	Event_3868	Skipped Exon	chr19	+	ENSG00000167733	HSD11B1L	5	Skipped Exon_5				-0.157
JC	Event_3869	Skipped Exon	chr19	+	ENSG00000167733	HSD11B1L	6	Skipped Exon_6				-0.184
JC	Event_850	Mutually Exclusive Exon	chr19	+	ENSG00000167733	HSD11B1L	3	Mutually Exclusive Exon_3	Unique to shRYBP vs Control		0.27	
JC	Event_851	Mutually Exclusive Exon	chr19	+	ENSG00000167733	HSD11B1L	4	Mutually Exclusive Exon_4	Unique to shRYBP vs Control		0.321	
JC	Event_852	Mutually Exclusive Exon	chr19	+	ENSG00000167733	HSD11B1L	5	Mutually Exclusive Exon_5	Unique to shRYBP vs Control		0.37	
JC	Event_853	Mutually Exclusive Exon	chr19	+	ENSG00000167733	HSD11B1L	6	Mutually Exclusive Exon_6	Unique to shRYBP vs Control		-0.451	
JC	Event_854	Mutually Exclusive Exon	chr19	+	ENSG00000167733	HSD11B1L	7	Mutually Exclusive Exon_7	Unique to shRYBP vs Control		-0.204	
JCEC	Event_1115	Mutually Exclusive Exon	chr19	+	ENSG00000167733	HSD11B1L	1	Mutually Exclusive Exon_1	Unique to shRYBP vs Control		0.336	
JCEC	Event_1116	Mutually Exclusive Exon	chr19	+	ENSG00000167733	HSD11B1L	2	Mutually Exclusive Exon_2	Unique to shRYBP vs Control		0.376	
JCEC	Event_1786	Skipped Exon	chr19	+	ENSG00000167733	HSD11B1L	1	Skipped Exon_1	Unique to shRYBP vs Control		0.173	
JCEC	Event_1787	Skipped Exon	chr19	+	ENSG00000167733	HSD11B1L	2	Skipped Exon_2			0.122	-0.122
JCEC	Event_4565	Skipped Exon	chr19	+	ENSG00000167733	HSD11B1L	7	Skipped Exon_7	Unique to shRYBP vs Control		0.211	
JCEC	Event_4566	Skipped Exon	chr19	+	ENSG00000167733	HSD11B1L	8	Skipped Exon_8	Unique to shRYBP vs Control		0.251	
JCEC	Event_5212	Skipped Exon	chr19	+	ENSG00000167733	HSD11B1L	9	Skipped Exon_9				-0.164
JCEC	Event_5213	Skipped Exon	chr19	+	ENSG00000167733	HSD11B1L	10	Skipped Exon_10				-0.179
JCEC	Event_850	Mutually Exclusive Exon	chr19	+	ENSG00000167733	HSD11B1L	3	Mutually Exclusive Exon_3	Unique to shRYBP vs Control		0.27	
JCEC	Event_853	Mutually Exclusive Exon	chr19	+	ENSG00000167733	HSD11B1L	6	Mutually Exclusive Exon_6	Unique to shRYBP vs Control		-0.451	
JCEC	Event_854	Mutually Exclusive Exon	chr19	+	ENSG00000167733	HSD11B1L	7	Mutually Exclusive Exon_7	Unique to shRYBP vs Control		-0.204	
JCEC	Event_5333	Skipped Exon	chr19	-	ENSG00000167747	C19orf48	1	Skipped Exon_1				-0.392
JC	Event_3147	Skipped Exon	chr19	-	ENSG00000167766	ZNF83	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.478		
JC	Event_3148	Skipped Exon	chr19	-	ENSG00000167766	ZNF83	2	Skipped Exon_2	Unique to shRING1A.B vs Control	-0.459		
JCEC	Event_3147	Skipped Exon	chr19	-	ENSG00000167766	ZNF83	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.478		
JCEC	Event_4992	Skipped Exon	chr19	-	ENSG00000167766	ZNF83	3	Skipped Exon_3	Unique to shRING1A.B vs Control	-0.457		
JC	Event_1784	Skipped Exon	chr19	+	ENSG00000167772	ANGPTL4	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	-0.123	-0.123	
JC	Event_2969	Skipped Exon	chr19	+	ENSG00000167772	ANGPTL4	2	Skipped Exon_2	Unique to shRING1A.B vs Control	-0.247		
JCEC	Event_1784	Skipped Exon	chr19	+	ENSG00000167772	ANGPTL4	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	-0.123	-0.123	
JCEC	Event_2969	Skipped Exon	chr19	+	ENSG00000167772	ANGPTL4	2	Skipped Exon_2	Unique to shRING1A.B vs Control	-0.247		
JCEC	Event_5210	Skipped Exon	chr19	-	ENSG00000167775	CD320	1	Skipped Exon_1				0.162
JC	Event_3027	Skipped Exon	chr17	-	ENSG00000167840	ZNF232	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.245		
JCEC	Event_3027	Skipped Exon	chr17	-	ENSG00000167840	ZNF232	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.245		
JC	Event_3473	Skipped Exon	chr17	+	ENSG00000167842	MIS12	1	Skipped Exon_1	Unique to shRING1A.B vs Control	0.169		
JC	Event_3891	Skipped Exon	chr17	+	ENSG00000167889	MGAT5B	1	Skipped Exon_1				-0.18
JCEC	Event_3891	Skipped Exon	chr17	+	ENSG00000167889	MGAT5B	1	Skipped Exon_1				-0.18
JC	Event_646	Alternative 3' Splice Site	chr16	-	ENSG00000167962	ZNF598	1	Alternative 3' Splice Site_1	Unique to shRING1A.B vs Control	0.136		
JCEC	Event_1554	Retained Intron	chr16	-	ENSG00000167962	ZNF598	1	Retained Intron_1	Common to shRING1A.B and shRYBP	0.723	0.423	
JCEC	Event_646	Alternative 3' Splice Site	chr16	-	ENSG00000167962	ZNF598	1	Alternative 3' Splice Site_1	Unique to shRING1A.B vs Control	0.136		
JC	Event_1906	Skipped Exon	chr16	-	ENSG00000167969	ECI1	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.545	
JCEC	Event_1906	Skipped Exon	chr16	-	ENSG00000167969	ECI1	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.545	
JC	Event_2788	Skipped Exon	chr11	-	ENSG00000167994	RAB3IL1	1	Skipped Exon_1			0.179	-0.179
JCEC	Event_4893	Skipped Exon	chr11	-	ENSG00000167994	RAB3IL1	2	Skipped Exon_2			0.179	-0.179
JC	Event_639	Alternative 3' Splice Site	chr11	+	ENSG00000167995	BEST1	1	Alternative 3' Splice Site_1	Unique to shRING1A.B vs Control	0.515		
JCEC	Event_1638	Retained Intron	chr11	+	ENSG00000167995	BEST1	1	Retained Intron_1	Unique to shRING1A.B vs Control	0.636		
JCEC	Event_803	Alternative 3' Splice Site	chr11	+	ENSG00000167995	BEST1	2	Alternative 3' Splice Site_2	Unique to shRING1A.B vs Control	0.485		
JC	Event_3284	Skipped Exon	chr11	-	ENSG00000168000	BSCL2	1	Skipped Exon_1	Same Direction	0.176		0.176
JCEC	Event_3284	Skipped Exon	chr11	-	ENSG00000168000	BSCL2	1	Skipped Exon_1	Same Direction	0.176		0.176
JC	Event_2789	Skipped Exon	chr11	+	ENSG00000168002	POLR2G	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.101	
JC	Event_609	Alternative 3' Splice Site	chr11	+	ENSG00000168002	POLR2G	1	Alternative 3' Splice Site_1	Unique to shRYBP vs Control		-0.117	
JCEC	Event_787	Alternative 3' Splice Site	chr11	+	ENSG00000168002	POLR2G	2	Alternative 3' Splice Site_2	Common to shRING1A.B and shRYBP	-0.145	-0.157	
JC	Event_4430	Skipped Exon	chr11	+	ENSG00000168003	SLC3A2	1	Skipped Exon_1				0.19
JC	Event_932	Mutually Exclusive Exon	chr11	+	ENSG00000168003	SLC3A2	1	Mutually Exclusive Exon_1	Common to shRING1A.B and shRYBP	-0.277	-0.445	
JCEC	Event_4430	Skipped Exon	chr11	+	ENSG00000168003	SLC3A2	1	Skipped Exon_1				0.19
JCEC	Event_932	Mutually Exclusive Exon	chr11	+	ENSG00000168003	SLC3A2	1	Mutually Exclusive Exon_1	Common to shRING1A.B and shRYBP	-0.277	-0.445	
JC	Event_1435	Retained Intron	chr11	+	ENSG00000168010	ATG16L2	1	Retained Intron_1	Unique to shRING1A.B vs Control	-0.213		
JCEC	Event_1679	Retained Intron	chr11	+	ENSG00000168010	ATG16L2	2	Retained Intron_2	Unique to shRING1A.B vs Control	-0.164		
JCEC	Event_5408	Skipped Exon	chr11	+	ENSG00000168010	ATG16L2	1	Skipped Exon_1				-0.12
JC	Event_2355	Skipped Exon	chr11	-	ENSG00000168014	C2CD3	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.149	
JC	Event_343	Alternative 5' Splice Site	chr11	-	ENSG00000168014	C2CD3	1	Alternative 5' Splice Site_1				0.452
JCEC	Event_343	Alternative 5' Splice Site	chr11	-	ENSG00000168014	C2CD3	1	Alternative 5' Splice Site_1				0.452
JCEC	Event_4736	Skipped Exon	chr11	-	ENSG00000168014	C2CD3	2	Skipped Exon_2	Unique to shRYBP vs Control		-0.152	
JC	Event_98	Alternative 5' Splice Site	chr3	+	ENSG00000168028	RPSA	1	Alternative 5' Splice Site_1	Common to shRING1A.B and shRYBP	-0.294	-0.221	
JCEC	Event_98	Alternative 5' Splice Site	chr3	+	ENSG00000168028	RPSA	1	Alternative 5' Splice Site_1	Common to shRING1A.B and shRYBP	-0.294	-0.221	
JCEC	Event_469	Alternative 5' Splice Site	chr11	-	ENSG00000168066	SF1	1	Alternative 5' Splice Site_1	Unique to shRING1A.B vs Control	-0.101		
JCEC	Event_4845	Skipped Exon	chr11	-	ENSG00000168066	SF1	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	-0.123	-0.117	
JC	Event_1502	Retained Intron	chr11	+	ENSG00000168071	CCDC88B	1	Retained Intron_1				-0.381
JCEC	Event_1730	Retained Intron	chr11	+	ENSG00000168071	CCDC88B	2	Retained Intron_2				-0.41
JC	Event_1894	Skipped Exon	chr16	-	ENSG00000168096	ANKS3	1	Skipped Exon_1	Common to shRING1A.B and shRYBP	0.152	0.25	
JC	Event_3056	Skipped Exon	chr16	-	ENSG00000168096	ANKS3	2	Skipped Exon_2	Unique to shRING1A.B vs Control	0.214		
JC	Event_3936	Skipped Exon	chr16	-	ENSG00000168096	ANKS3	3	Skipped Exon_3				0.128
JC	Event_3937	Skipped Exon	chr16	-	ENSG00000168096	ANKS3	4	Skipped Exon_4				0.13
JCEC	Event_3936	Skipped Exon	chr16	-	ENSG00000168096	ANKS3	3	Skipped Exon_3				0.128
JCEC	Event_4596	Skipped Exon	chr16	-	ENSG00000168096	ANKS3	5	Skipped Exon_5	Common to shRING1A.B and shRYBP	0.148	0.229	
JCEC	Event_4970	Skipped Exon	chr16	-	ENSG00000168096	ANKS3	6	Skipped Exon_6	Unique to shRING1A.B vs Control	0.183		
JCEC	Event_5234	Skipped Exon	chr16	-	ENSG00000168096	ANKS3	7	Skipped Exon_7				0.206
JCEC	Event_5235	Skipped Exon	chr16	-	ENSG00000168096	ANKS3	8	Skipped Exon_8				0.105
JC	Event_4334	Skipped Exon	chr3	+	ENSG00000168137	SETD5	1	Skipped Exon_1				-0.104
JCEC	Event_4334	Skipped Exon	chr3	+	ENSG00000168137	SETD5	1	Skipped Exon_1				-0.104
JC	Event_3536	Skipped Exon	chr3	+	ENSG00000168237	GLYCTK	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.291		
JCEC	Event_5111	Skipped Exon	chr3	+	ENSG00000168237	GLYCTK	2	Skipped Exon_2	Unique to shRING1A.B vs Control	-0.315		
JC	Event_3270	Skipped Exon	chr7	-	ENSG00000168255	POLR2J3	1	Skipped Exon_1	Unique to shRING1A.B vs Control	-0.463		
JC	Event_3574	Skipped Exon	chr7	-	ENSG00000168255	POLR2J3	2	Skipped Exon_2	Unique to shRING1A.B vs Control	-0.439		
JC	Event_366	Alternative 5' Splice Site	chr7	-	ENSG00000168255	POLR2J3	1	Alternative 5' Splice Site_1				0.611
JC	Event_4364	Skipped Exon	chr7	-	ENSG00000168255	POLR2J3	3	Skipped Exon_3				0.315
JCEC	Event_3574	Skipped Exon	chr7	-	ENSG00000168255	POLR2J3	2	Skipped Exon_2	Unique to shRING1A.B vs Control	-0.439		
JCEC	Event_366	Alternative 5' Splice Site	chr7	-	ENSG00000168255	POLR2J3	1	Alternative 5' Splice Site_1				0.611
JCEC	Event_4364	Skipped Exon	chr7	-	ENSG00000168255	POLR2J3	3	Skipped Exon_3				0.315
JCEC	Event_5019	Skipped Exon	chr7	-	ENSG00000168255	POLR2J3	4	Skipped Exon_4	Unique to shRING1A.B vs Control	-0.462		
JC	Event_2034	Skipped Exon	chr3	-	ENSG00000168268	NT5DC2	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.126	
JC	Event_3127	Skipped Exon	chr3	-	ENSG00000168268	NT5DC2	2	Skipped Exon_2	Same Direction	-0.114		-0.119
JCEC	Event_2034	Skipped Exon	chr3	-	ENSG00000168268	NT5DC2	1	Skipped Exon_1	Unique to shRYBP vs Control		-0.126	
JCEC	Event_3127	Skipped Exon	chr3	-	ENSG00000168268	NT5DC2	2	Skipped Exon_2	Same Direction	-0.114		-0.119
JC	Event_3216	Skipped Exon	chr3	+	ENSG00000168297	PXK	1	Skipped Exon_1	Same Direction	0.199		0.111
JC	Event_3217	Skipped Exon	chr3	+	ENSG00000168297	PXK	2	Skipped Exon_2	Unique to shRING1A.B vs Control	0.373		
JC	Event_3218	Skipped Exon	chr3	+	ENSG00000168297	PXK	3	Skipped Exon_3	Same Direction	0.128		0.128
JC	Event_4073	Skipped Exon	chr3	+	ENSG00000168297	PXK	4	Skipped Exon_4				0.193
JCEC	Event_3216	Skipped Exon	chr3	+	ENSG00000168297	PXK	1	Skipped Exon_1	Same Direction	0.199		0.111
JCEC	Event_3217	Skipped Exon	chr3	+	ENSG00000168297	PXK	2	Skipped Exon_2	Unique to shRING1A.B vs Control	0.373		
JCEC	Event_3218	Skipped Exon	chr3	+	ENSG00000168297	PXK	3	Skipped Exon_3	Same Direction	0.128		0.128
JCEC	Event_4073	Skipped Exon	chr3	+	ENSG00000168297	PXK	4	Skipped Exon_4				0.193
JC	Event_1009	Mutually Exclusive Exon	chr2	+	ENSG00000168385	SEPT2	1	Mutually Exclusive Exon_1	Unique to shRING1A.B vs Control	-0.599		
JC	Event_1010	Mutually Exclusive Exon	chr2	+	ENSG00000168385	SEPT2	2	Mutually Exclusive Exon_2	Same Direction	-0.278		-0.253
JC	Event_3517	Skipped Exon	chr2	+	ENSG00000168385	SEPT2	1	Skipped Exon_1	Same Direction	0.191		0.195
JC	Event_4304	Skipped Exon	chr2	+	ENSG00000168385	SEPT2	2	Skipped Exon_2				0.209
JC	Event_4305	Skipped Exon	chr2	+	ENSG00000168385	SEPT2	3	Skipped Exon_3				0.638
JC	Event_579	Alternative 3' Splice Site	chr2	+	ENSG00000168385	SEPT2	1	Alternative 3' Splice Site_1			-0.572	0.49
JCEC	Event_1009	Mutually Exclusive Exon	chr2	+	ENSG00000168385	SEPT2	1	Mutually Exclusive Exon_1	Unique to shRING1A.B vs Control	-0.599		
JCEC	Event_1010	Mutually Exclusive Exon	chr2	+	ENSG00000168385	SEPT2	2	Mutually Exclusive Exon_2	Same Direction	-0.278		-0.253
JCEC	Event_3517	Skipped Exon	chr2	+	ENSG00000168385	SEPT2	1	Skipped Exon_1	Same Direction	0.191		0.195
JCEC	Event_4304	Skipped Exon	chr2	+	ENSG00000168385	SEPT2	2	Skipped Exon_2				0.209
